Temperature,Humidity,HeartRate,SpO2,HeatIndex,Label
25.37,73.1,77.5,98.0,29.17,SAFE
31.24,27.49,108.9,97.4,31.35,WARNING
21.46,17.84,88.7,97.8,18.96,SAFE
23.32,41.36,93.2,98.1,23.22,SAFE
28.19,51.58,101.5,97.6,30.67,SAFE
37.47,67.37,153.2,95.8,47.73,DANGER
29.22,46.46,92.1,98.5,31.42,WARNING
29.46,64.15,105.9,98.6,34.13,SAFE
38.34,83.98,170.6,91.6,52.96,CRITICAL
30.31,60.93,87.2,96.8,34.97,SAFE
25.39,45.3,80.5,97.3,26.22,SAFE
30.07,58.05,166.3,97.0,34.21,DANGER
40.24,74.76,156.7,92.3,54.6,CRITICAL
23.62,21.09,136.5,94.4,21.64,WARNING
44.2,81.38,147.5,93.0,64.79,CRITICAL
25.55,57.73,134.9,95.3,27.76,WARNING
34.52,44.99,133.4,96.8,38.61,WARNING
34.13,42.98,121.3,98.4,37.7,WARNING
28.72,90.88,120.1,95.3,36.5,WARNING
41.97,71.9,166.8,91.8,57.31,CRITICAL
44.37,60.9,162.1,94.2,58.93,CRITICAL
18.0,42.84,100.4,97.3,16.91,SAFE
34.88,47.28,112.5,96.5,39.57,WARNING
40.82,62.18,161.5,89.9,52.56,CRITICAL
34.11,55.96,146.9,95.5,39.95,WARNING
43.15,86.66,159.5,91.6,63.95,CRITICAL
30.12,63.22,155.4,94.8,35.0,WARNING
44.42,55.46,159.7,95.8,57.37,CRITICAL
22.3,41.49,74.1,97.0,21.97,SAFE
37.03,10.0,132.6,95.7,35.09,WARNING
30.52,44.61,124.5,96.8,32.94,WARNING
39.49,71.19,116.1,97.6,52.29,WARNING
33.25,57.58,158.5,94.6,38.9,DANGER
27.68,67.54,96.0,97.8,31.92,SAFE
21.87,29.28,91.1,98.6,20.4,SAFE
32.95,60.53,120.6,94.8,38.94,WARNING
26.4,54.94,90.7,96.8,28.62,SAFE
21.68,57.49,113.3,98.2,22.58,SAFE
43.36,66.87,173.3,90.6,58.71,CRITICAL
26.45,47.7,108.6,96.7,27.87,SAFE
29.51,48.98,128.0,97.8,32.16,WARNING
32.45,13.33,105.9,97.4,30.59,SAFE
27.65,35.98,88.7,97.3,28.03,SAFE
28.42,48.27,85.9,95.7,30.56,SAFE
26.14,40.2,94.5,98.1,26.63,SAFE
20.7,57.0,101.1,97.2,21.28,SAFE
37.86,72.98,138.3,95.9,49.62,WARNING
39.8,71.08,174.1,90.8,52.84,CRITICAL
29.48,39.15,100.2,97.1,30.78,SAFE
41.65,64.55,170.1,88.0,54.73,CRITICAL
33.0,32.05,147.9,97.1,34.3,DANGER
39.4,66.29,143.3,94.4,50.96,DANGER
37.56,64.72,150.6,92.9,47.33,DANGER
40.42,36.51,152.5,95.2,45.48,DANGER
35.42,54.2,115.5,96.8,41.68,WARNING
33.98,71.76,155.4,92.3,42.52,DANGER
27.39,62.44,75.2,97.8,30.88,SAFE
48.0,62.61,169.4,92.4,66.96,CRITICAL
37.15,26.59,148.4,93.6,38.68,DANGER
31.68,62.02,129.7,97.4,37.2,WARNING
39.44,32.08,133.1,94.8,42.99,WARNING
30.54,58.86,129.9,96.0,35.01,WARNING
27.38,61.44,93.1,98.6,30.75,SAFE
28.58,50.17,138.8,97.8,31.03,WARNING
39.91,55.3,150.4,95.6,49.24,DANGER
44.29,45.74,154.2,94.1,54.18,CRITICAL
27.95,66.51,90.1,99.7,32.2,SAFE
26.44,55.37,72.1,97.8,28.72,SAFE
36.91,90.41,145.6,95.5,51.47,DANGER
38.3,79.39,148.6,91.2,51.87,CRITICAL
39.31,40.65,136.1,94.8,44.8,CRITICAL
27.28,43.46,105.1,98.5,28.46,WARNING
45.08,80.89,169.8,92.1,66.66,CRITICAL
33.2,77.04,148.0,94.1,42.08,DANGER
40.27,41.05,180.5,89.6,46.37,CRITICAL
29.14,67.33,147.3,97.2,34.08,WARNING
39.2,74.79,174.0,92.9,52.57,CRITICAL
45.75,73.28,171.8,95.4,65.72,CRITICAL
37.92,93.03,163.5,90.3,54.1,CRITICAL
43.18,84.59,155.7,94.2,63.43,CRITICAL
37.93,37.33,149.1,96.0,42.03,DANGER
33.12,42.88,142.9,97.2,36.26,WARNING
42.09,60.38,157.9,94.6,54.44,DANGER
43.38,86.16,187.4,93.6,64.34,CRITICAL
37.35,66.73,119.1,98.3,47.38,WARNING
42.52,78.86,190.0,90.2,60.36,CRITICAL
30.89,59.8,89.1,97.7,35.67,SAFE
25.6,86.13,86.7,99.9,30.91,SAFE
35.05,37.82,136.3,92.3,38.05,DANGER
34.2,53.32,119.0,96.4,39.62,WARNING
42.26,88.32,190.0,91.0,62.38,DANGER
24.96,42.29,84.4,98.5,25.36,SAFE
38.59,67.29,124.2,97.4,49.72,WARNING
35.63,56.14,132.7,93.6,42.38,DANGER
37.58,58.85,132.7,97.9,46.11,WARNING
27.91,31.69,120.1,96.6,27.83,WARNING
34.06,65.89,127.1,95.1,41.63,WARNING
20.83,22.92,70.3,97.8,18.69,SAFE
34.21,60.84,154.0,97.5,40.98,WARNING
33.62,51.84,131.6,98.2,38.5,WARNING
31.34,44.12,126.4,95.1,33.98,WARNING
39.45,92.2,150.7,95.1,57.15,DANGER
36.09,66.91,155.3,91.9,45.23,DANGER
40.66,84.5,147.9,94.1,57.87,CRITICAL
26.99,67.2,100.5,99.4,30.87,SAFE
44.17,71.12,176.3,91.8,61.63,CRITICAL
39.48,65.41,174.6,90.6,50.89,CRITICAL
23.57,37.78,81.1,97.7,23.18,SAFE
25.8,55.66,84.3,95.9,27.88,WARNING
40.55,65.09,169.3,94.5,52.79,DANGER
35.35,70.71,145.2,95.0,44.67,DANGER
33.38,23.46,135.9,94.5,33.34,WARNING
34.19,65.64,145.3,94.7,41.79,DANGER
33.18,97.9,116.2,96.5,45.54,WARNING
34.98,98.0,145.6,94.3,49.08,DANGER
27.66,70.36,107.3,99.0,32.24,WARNING
31.91,48.76,139.0,94.2,35.5,DANGER
30.95,83.54,129.5,95.7,39.25,WARNING
41.28,81.43,163.0,95.0,58.4,DANGER
26.51,10.0,92.5,98.0,23.65,SAFE
29.22,40.04,107.7,97.9,30.56,WARNING
26.06,35.82,131.5,97.0,26.04,SAFE
29.39,75.7,115.4,97.9,35.59,WARNING
44.26,52.74,179.2,90.9,56.25,CRITICAL
39.81,82.76,179.4,92.0,55.67,CRITICAL
27.03,57.12,91.4,97.3,29.74,SAFE
32.09,57.62,125.3,99.0,37.15,WARNING
34.8,69.23,129.3,94.7,43.46,WARNING
33.92,62.25,131.7,96.9,40.76,WARNING
39.54,85.46,174.0,94.9,55.75,CRITICAL
35.65,53.91,159.6,94.3,41.98,DANGER
23.19,60.8,65.3,97.6,24.87,SAFE
35.46,66.52,125.4,96.0,44.07,WARNING
28.67,55.52,120.6,97.0,31.85,WARNING
31.64,45.92,146.9,96.5,34.68,DANGER
35.77,65.07,143.1,90.8,44.33,DANGER
28.98,62.04,119.3,94.2,33.15,WARNING
25.29,23.83,82.0,98.4,23.81,SAFE
28.69,37.74,100.8,99.4,29.58,SAFE
23.62,54.32,100.2,97.6,24.84,SAFE
43.11,79.21,169.3,92.9,61.73,CRITICAL
24.4,23.81,118.8,97.8,22.79,SAFE
38.68,96.51,190.0,93.6,56.48,CRITICAL
25.11,35.96,113.8,99.0,24.89,WARNING
18.0,38.0,63.8,97.8,16.58,SAFE
39.87,53.22,156.8,95.1,48.68,DANGER
37.36,54.4,163.5,93.1,44.81,CRITICAL
40.57,92.34,179.7,89.6,59.65,DANGER
36.28,62.01,133.3,93.8,44.58,DANGER
37.79,60.68,154.5,93.2,46.85,DANGER
35.22,60.06,133.8,94.8,42.46,DANGER
26.87,15.36,86.1,98.0,24.65,SAFE
36.4,33.49,136.4,93.0,39.09,DANGER
35.29,62.4,116.5,97.8,43.02,WARNING
26.78,35.94,75.3,98.5,26.94,SAFE
37.09,79.83,142.1,93.8,49.63,DANGER
29.59,72.32,119.9,99.4,35.45,SAFE
31.56,47.93,98.5,96.2,34.87,SAFE
33.8,65.59,96.2,97.7,41.15,SAFE
35.57,70.75,146.2,92.2,45.06,DANGER
37.68,70.51,180.6,93.9,48.77,CRITICAL
21.53,29.61,60.1,98.7,20.03,SAFE
32.19,46.45,128.5,94.3,35.53,WARNING
36.39,47.64,132.5,94.8,41.89,DANGER
33.18,55.89,133.3,96.1,38.52,WARNING
30.37,21.63,91.3,98.9,29.45,SAFE
36.84,98.0,184.4,91.1,52.88,CRITICAL
29.04,64.28,125.0,96.4,33.53,WARNING
24.76,35.29,104.7,99.1,24.39,SAFE
41.09,79.9,170.4,90.8,57.61,CRITICAL
24.28,33.22,90.0,98.0,23.6,SAFE
33.78,63.49,158.9,92.3,40.75,DANGER
30.25,60.84,89.5,99.3,34.87,SAFE
40.56,56.6,147.4,91.9,50.7,DANGER
28.75,74.56,98.7,97.5,34.44,SAFE
32.06,53.93,113.9,97.0,36.52,WARNING
36.72,74.32,145.8,94.0,47.82,DANGER
30.0,28.58,106.4,99.7,29.99,SAFE
40.53,69.35,174.1,91.4,53.83,CRITICAL
33.37,63.11,145.3,95.0,40.02,DANGER
35.22,37.71,123.6,96.7,38.27,WARNING
34.88,44.03,150.6,98.0,38.96,WARNING
33.81,40.18,130.9,97.7,36.76,WARNING
34.13,43.04,132.1,94.6,37.72,WARNING
28.22,24.28,92.1,97.9,27.27,SAFE
36.2,39.45,116.8,97.3,40.0,WARNING
44.74,80.22,172.1,92.3,65.67,CRITICAL
30.94,28.41,91.2,97.9,31.13,SAFE
35.44,29.36,114.6,98.1,37.0,WARNING
31.35,58.9,105.7,97.6,36.23,WARNING
34.0,61.44,148.5,91.5,40.75,DANGER
36.58,77.69,145.6,95.4,48.24,DANGER
37.62,91.28,141.7,94.9,53.09,DANGER
22.34,51.11,76.9,98.6,22.87,SAFE
41.35,62.41,145.4,96.0,53.61,DANGER
43.03,55.04,163.5,91.7,54.69,CRITICAL
40.68,87.17,173.4,88.0,58.58,CRITICAL
34.38,54.42,128.0,95.5,40.11,DANGER
41.04,91.31,190.0,88.6,60.43,CRITICAL
36.78,77.15,171.5,93.3,48.5,CRITICAL
37.95,70.06,163.1,94.3,49.17,DANGER
44.45,54.92,163.6,90.7,57.25,CRITICAL
31.87,32.5,135.0,95.2,32.91,WARNING
32.86,53.51,114.8,96.4,37.64,WARNING
34.31,38.65,104.4,97.9,37.19,SAFE
31.01,69.58,127.9,95.8,37.3,WARNING
33.21,49.99,123.2,97.4,37.57,WARNING
36.23,78.67,177.9,89.4,47.79,CRITICAL
35.93,45.0,121.0,96.5,40.69,SAFE
33.79,55.64,145.5,98.5,39.4,DANGER
34.69,80.35,161.5,95.1,45.3,DANGER
26.18,42.78,114.8,95.7,26.96,WARNING
29.92,53.12,129.7,94.3,33.3,WARNING
33.22,50.31,125.2,95.9,37.64,WARNING
31.25,64.44,90.4,97.9,36.91,SAFE
33.65,56.43,128.2,98.4,39.33,WARNING
37.36,55.68,140.7,91.9,45.07,DANGER
39.67,51.43,167.8,91.2,47.91,CRITICAL
26.76,51.62,97.5,97.4,28.72,SAFE
18.0,65.5,92.7,98.0,18.45,SAFE
37.53,87.26,149.4,96.2,52.05,DANGER
42.38,81.45,138.5,97.8,60.77,DANGER
30.84,22.9,127.5,95.5,30.19,WARNING
34.67,53.66,131.6,96.0,40.41,WARNING
36.6,60.12,118.9,93.4,44.73,DANGER
22.97,57.18,94.6,96.5,24.24,SAFE
32.0,43.58,125.3,97.0,34.81,WARNING
28.82,60.38,118.6,94.1,32.69,WARNING
32.1,50.73,128.2,94.4,36.07,WARNING
24.91,51.9,101.8,97.4,26.29,SAFE
21.81,61.42,87.0,97.5,23.1,SAFE
41.87,65.35,185.9,93.1,55.36,CRITICAL
29.99,81.85,130.7,98.9,37.4,WARNING
31.57,36.12,129.2,94.9,33.08,WARNING
43.13,86.71,172.8,88.0,63.92,CRITICAL
35.26,45.12,127.8,95.6,39.72,WARNING
43.5,68.55,166.3,89.7,59.48,CRITICAL
33.5,54.9,110.7,96.8,38.84,WARNING
41.34,59.79,169.0,90.0,52.9,CRITICAL
30.92,58.52,110.3,94.7,35.52,WARNING
20.76,10.0,86.2,99.2,17.57,SAFE
37.51,70.7,145.8,91.9,48.5,DANGER
31.37,54.9,125.4,97.3,35.66,WARNING
35.59,74.66,132.0,95.8,45.85,WARNING
40.34,77.49,174.4,94.7,55.47,CRITICAL
25.59,33.82,83.4,98.2,25.25,SAFE
40.55,83.74,158.8,93.4,57.44,CRITICAL
18.55,41.72,80.4,98.8,17.49,SAFE
31.53,51.56,79.8,97.5,35.38,SAFE
33.65,51.98,136.8,91.3,38.56,DANGER
39.16,47.22,139.9,94.5,46.1,DANGER
28.44,47.73,83.9,98.5,30.52,SAFE
32.81,85.54,147.9,93.5,42.81,DANGER
44.18,46.07,190.0,90.1,54.09,CRITICAL
31.15,56.96,145.9,96.1,35.64,WARNING
25.44,10.0,91.9,96.6,22.51,SAFE
35.93,69.79,154.8,94.6,45.51,DANGER
28.03,59.3,71.1,99.3,31.41,SAFE
34.4,73.33,131.9,98.9,43.52,WARNING
44.26,58.67,187.8,92.4,58.05,CRITICAL
25.87,45.12,81.5,96.7,26.82,SAFE
28.35,46.64,153.1,96.8,30.27,WARNING
25.57,53.42,62.1,97.7,27.33,SAFE
30.6,46.53,145.6,99.2,33.32,WARNING
34.48,58.87,133.6,94.9,41.06,WARNING
35.94,36.87,161.5,95.9,39.11,DANGER
43.02,75.22,173.3,91.2,60.38,CRITICAL
34.85,54.61,161.0,94.4,40.86,DANGER
23.46,54.94,121.6,96.4,24.68,SAFE
40.86,76.15,179.9,91.0,56.18,CRITICAL
31.78,62.33,163.3,95.3,37.41,DANGER
26.55,17.27,99.5,97.6,24.52,SAFE
30.06,85.13,111.5,95.1,37.99,WARNING
31.09,57.83,109.2,98.7,35.68,SAFE
25.64,40.79,134.5,93.5,26.06,WARNING
34.5,67.54,128.5,96.6,42.65,WARNING
26.09,58.83,103.8,98.2,28.63,SAFE
40.19,37.7,182.7,94.2,45.42,CRITICAL
45.97,75.62,173.5,89.4,66.98,CRITICAL
35.47,47.67,137.1,93.5,40.52,DANGER
34.4,72.03,166.5,92.4,43.28,CRITICAL
33.57,37.98,104.5,96.1,36.06,WARNING
36.75,65.5,123.5,95.6,46.09,WARNING
33.6,63.55,117.9,96.3,40.47,WARNING
34.6,70.65,150.1,94.3,43.38,DANGER
34.82,78.57,156.7,95.0,45.21,DANGER
45.74,64.49,175.7,91.0,62.84,CRITICAL
19.92,35.21,89.1,98.3,18.61,SAFE
42.91,86.05,190.0,88.0,63.23,CRITICAL
32.82,58.38,135.6,98.3,38.38,WARNING
38.26,79.58,157.1,94.1,51.83,DANGER
39.86,93.9,173.0,93.2,58.46,CRITICAL
47.2,77.76,174.7,90.4,70.59,CRITICAL
33.3,41.61,110.9,96.5,36.3,WARNING
28.88,49.99,116.7,97.3,31.42,WARNING
46.45,79.42,175.4,88.4,69.37,CRITICAL
28.56,45.94,133.9,96.3,30.45,WARNING
29.14,40.38,91.4,97.8,30.51,SAFE
29.25,75.53,94.6,98.6,35.34,SAFE
43.35,74.71,179.3,92.3,60.95,CRITICAL
42.4,61.68,188.7,95.8,55.36,CRITICAL
32.75,68.55,145.2,92.0,39.94,DANGER
23.34,56.12,102.0,97.7,24.63,SAFE
27.66,18.51,93.2,97.8,25.92,SAFE
29.85,59.76,133.3,95.9,34.12,WARNING
42.2,75.65,172.1,89.2,58.8,CRITICAL
37.26,33.41,139.1,96.9,40.25,WARNING
38.09,60.34,147.5,92.9,47.29,DANGER
42.72,76.87,151.7,95.7,60.22,CRITICAL
34.32,85.7,115.7,96.6,45.57,WARNING
31.16,53.55,128.0,95.3,35.15,WARNING
40.28,85.3,187.7,95.4,57.27,CRITICAL
40.49,70.58,156.8,96.1,54.05,DANGER
32.84,54.28,158.8,94.7,37.74,DANGER
38.89,53.57,190.0,90.9,47.13,CRITICAL
43.11,73.0,170.3,91.9,59.94,CRITICAL
45.5,51.63,190.0,91.7,58.17,CRITICAL
33.65,69.97,133.1,96.7,41.66,DANGER
38.48,66.92,110.1,98.0,49.44,WARNING
46.88,62.99,158.5,95.9,64.7,CRITICAL
34.97,48.6,128.2,95.9,39.94,WARNING
38.81,31.66,116.8,95.4,42.01,SAFE
37.32,76.83,134.9,92.8,49.45,DANGER
28.29,51.68,118.9,95.3,30.83,WARNING
39.96,40.13,144.1,92.8,45.67,DANGER
41.98,55.02,179.5,94.0,52.79,CRITICAL
33.2,70.61,131.2,93.0,41.0,DANGER
41.94,89.33,168.1,94.6,61.93,CRITICAL
41.37,40.54,174.5,93.6,47.94,CRITICAL
38.94,74.18,156.2,91.3,51.93,DANGER
23.91,49.87,71.9,98.5,24.79,SAFE
38.1,30.62,131.3,95.1,40.81,WARNING
39.28,68.22,190.0,92.8,51.19,CRITICAL
33.14,37.88,154.6,98.9,35.46,WARNING
40.68,78.12,166.6,93.7,56.31,CRITICAL
30.3,31.0,107.2,98.5,30.7,SAFE
38.88,86.66,149.9,95.3,54.67,DANGER
34.87,78.81,152.9,95.2,45.33,DANGER
43.33,69.61,189.4,95.5,59.43,CRITICAL
21.26,78.89,76.5,97.9,23.82,SAFE
42.66,65.99,144.5,93.7,57.06,CRITICAL
39.18,57.87,143.2,94.4,48.61,DANGER
29.73,42.29,106.4,96.8,31.54,DANGER
43.72,81.2,163.8,91.6,63.65,CRITICAL
44.41,79.42,160.2,91.8,64.67,CRITICAL
27.9,51.91,128.4,97.6,30.31,WARNING
25.71,39.78,128.3,97.0,26.04,WARNING
37.28,68.24,137.4,92.8,47.57,DANGER
24.8,31.96,94.6,97.4,24.09,SAFE
39.11,60.3,139.0,95.1,49.05,DANGER
39.94,61.94,141.9,93.3,50.91,DANGER
35.12,33.32,146.5,94.1,37.33,DANGER
34.26,71.47,129.8,96.1,42.94,WARNING
33.23,40.62,114.8,95.7,36.03,WARNING
35.21,56.42,147.0,96.0,41.76,DANGER
19.79,53.77,104.4,97.6,19.88,SAFE
34.92,50.26,145.0,92.2,40.17,DANGER
40.95,63.17,172.7,93.3,53.05,CRITICAL
19.78,43.36,93.4,97.5,19.07,SAFE
40.29,62.6,168.4,93.2,51.7,CRITICAL
31.77,54.37,126.7,99.2,36.16,SAFE
35.41,39.61,155.1,97.6,38.89,DANGER
35.99,55.91,159.8,92.7,42.91,DANGER
35.51,65.16,140.3,95.2,43.9,CRITICAL
43.84,78.33,181.1,90.9,63.07,CRITICAL
35.14,68.6,122.6,97.8,43.92,DANGER
41.98,81.51,175.1,90.4,59.92,CRITICAL
29.05,47.84,78.2,97.6,31.37,SAFE
30.77,49.35,125.8,99.1,33.96,WARNING
36.85,80.87,158.9,94.5,49.41,WARNING
33.94,60.84,140.5,93.5,40.55,DANGER
31.67,57.03,111.6,96.1,36.43,WARNING
38.16,61.57,139.9,94.3,47.68,DANGER
44.85,72.79,180.3,89.2,63.58,CRITICAL
36.44,55.28,146.0,94.0,43.5,DANGER
21.92,47.66,59.7,100.0,22.05,SAFE
34.72,95.12,123.8,98.5,48.04,WARNING
36.26,61.79,184.3,93.4,44.5,CRITICAL
30.74,53.15,104.5,97.4,34.47,SAFE
20.23,58.39,84.4,97.8,20.79,SAFE
43.51,55.95,187.0,91.7,55.83,CRITICAL
36.56,94.59,138.3,94.2,51.61,DANGER
21.11,29.39,81.3,97.2,19.53,SAFE
32.21,52.13,113.9,96.9,36.45,WARNING
27.56,73.93,143.6,96.1,32.52,WARNING
27.87,60.88,146.0,97.2,31.38,SAFE
42.6,55.27,155.3,91.3,53.96,CRITICAL
42.76,65.42,186.4,92.5,57.11,CRITICAL
36.22,49.11,136.5,95.2,41.94,WARNING
21.74,37.21,85.6,98.5,20.93,SAFE
32.22,71.37,119.7,97.1,39.52,WARNING
37.13,45.57,145.7,95.5,42.59,DANGER
38.56,74.96,170.2,91.8,51.39,CRITICAL
27.04,41.95,77.7,98.8,27.97,SAFE
26.67,37.24,88.5,98.9,26.96,SAFE
33.8,42.31,124.0,96.5,37.11,WARNING
42.17,88.82,171.2,96.4,62.32,CRITICAL
27.02,39.43,123.9,97.2,27.65,WARNING
27.81,86.03,72.2,98.9,34.39,SAFE
39.91,42.98,161.9,93.7,46.27,DANGER
42.69,68.68,174.9,91.3,57.87,CRITICAL
39.09,71.65,163.9,88.8,51.63,CRITICAL
31.33,78.5,126.0,96.0,39.15,SAFE
44.96,82.68,173.3,89.2,66.95,CRITICAL
26.02,55.94,103.3,96.7,28.21,SAFE
41.85,86.55,159.5,89.7,60.99,CRITICAL
37.17,47.48,114.0,94.2,43.06,WARNING
39.2,62.1,151.8,93.8,49.62,DANGER
39.37,82.0,164.6,92.8,54.59,CRITICAL
34.43,59.84,128.4,99.4,41.15,WARNING
33.66,86.24,146.9,94.6,44.46,DANGER
30.32,47.93,120.9,96.2,33.13,WARNING
33.35,60.83,157.0,94.9,39.61,DANGER
38.4,64.69,144.8,95.1,48.79,DANGER
35.19,77.21,148.6,93.6,45.61,DANGER
34.11,74.31,187.0,93.3,43.19,CRITICAL
40.54,92.42,157.4,94.3,59.59,DANGER
33.53,40.18,107.4,96.5,36.37,WARNING
32.3,58.93,133.4,97.0,37.68,WARNING
39.89,88.52,154.8,94.4,57.23,DANGER
35.49,74.3,155.1,96.0,45.59,DANGER
41.62,83.11,180.1,90.5,59.57,CRITICAL
42.64,55.26,155.1,95.2,54.04,CRITICAL
36.75,78.41,163.7,91.4,48.7,DANGER
24.15,61.22,101.5,98.3,26.22,SAFE
36.05,63.14,127.1,96.3,44.42,WARNING
28.54,67.12,60.9,97.4,33.15,SAFE
38.04,39.02,138.0,93.8,42.56,DANGER
35.35,79.13,149.3,93.4,46.27,CRITICAL
29.19,24.13,104.5,99.3,28.41,SAFE
38.88,58.82,152.8,94.1,48.32,DANGER
20.53,31.55,82.3,99.0,19.04,SAFE
33.7,68.55,114.4,94.9,41.5,WARNING
31.65,58.26,139.2,98.4,36.59,WARNING
32.17,34.28,116.4,98.1,33.59,WARNING
27.62,31.74,104.4,97.7,27.48,SAFE
21.24,37.07,110.6,97.5,20.32,SAFE
23.25,10.0,104.3,100.0,20.19,SAFE
35.5,40.3,129.7,96.9,39.15,WARNING
35.05,46.6,120.0,96.7,39.69,WARNING
39.58,59.57,139.0,93.6,49.7,DANGER
39.96,67.01,144.8,92.5,52.17,DANGER
28.72,32.5,101.9,99.9,28.94,SAFE
27.02,38.04,109.6,98.5,27.48,SAFE
33.09,43.36,113.8,95.7,36.3,WARNING
38.44,59.55,161.9,88.1,47.72,CRITICAL
39.08,69.63,154.4,95.0,51.15,DANGER
30.74,48.79,109.0,97.9,33.84,WARNING
25.45,43.49,69.6,97.2,26.11,SAFE
43.19,63.85,184.7,91.5,57.5,CRITICAL
30.67,62.04,117.5,96.5,35.66,WARNING
35.72,64.09,147.6,94.3,44.05,DANGER
33.47,66.57,155.3,97.8,40.77,WARNING
39.68,79.32,160.6,93.9,54.59,DANGER
34.1,61.27,152.9,92.2,40.88,DANGER
31.87,46.84,127.3,96.0,35.13,WARNING
22.17,52.06,97.4,98.5,22.75,SAFE
20.88,36.36,76.3,98.4,19.84,SAFE
38.84,84.83,181.0,92.5,54.17,CRITICAL
38.22,77.43,153.8,93.8,51.29,DANGER
25.51,29.14,98.8,99.3,24.63,SAFE
30.65,67.27,125.0,96.2,36.4,WARNING
34.53,55.38,117.2,97.4,40.51,WARNING
35.51,64.7,134.1,94.5,43.81,DANGER
35.11,37.38,143.1,97.2,38.06,WARNING
42.02,58.29,148.5,91.9,53.74,DANGER
44.25,84.26,157.6,97.3,65.76,CRITICAL
33.07,46.18,107.4,97.3,36.73,WARNING
35.73,58.38,142.7,94.4,42.96,DANGER
25.19,27.27,90.6,97.7,24.06,SAFE
44.73,79.34,167.9,95.6,65.37,CRITICAL
22.11,72.76,75.6,98.5,24.48,SAFE
23.46,22.15,77.8,97.9,21.56,SAFE
29.54,70.16,123.5,95.1,35.08,WARNING
36.42,43.06,157.1,90.9,41.02,DANGER
35.54,79.24,131.7,96.1,46.64,WARNING
42.95,80.09,172.3,92.1,61.64,CRITICAL
37.77,46.18,150.7,96.5,43.71,DANGER
41.09,74.84,162.2,94.6,56.32,CRITICAL
29.01,48.58,95.2,97.8,31.41,SAFE
21.84,73.65,85.4,100.0,24.19,SAFE
31.81,63.6,131.6,94.1,37.65,WARNING
35.99,78.32,152.4,94.0,47.27,DANGER
41.12,76.57,163.4,91.6,56.82,CRITICAL
34.2,50.88,117.1,98.8,39.2,WARNING
23.22,38.92,69.5,97.1,22.87,SAFE
26.46,50.52,88.2,98.9,28.2,SAFE
39.93,77.44,178.6,88.7,54.64,CRITICAL
39.32,52.03,164.5,95.3,47.48,CRITICAL
33.72,44.83,120.4,95.2,37.44,WARNING
22.04,35.56,111.7,99.2,21.14,SAFE
39.19,69.15,165.9,91.0,51.25,CRITICAL
42.65,55.07,171.3,93.6,54.0,CRITICAL
24.86,51.27,87.0,99.6,26.16,SAFE
34.83,44.38,142.7,93.6,38.96,DANGER
27.51,28.19,84.7,96.7,26.91,SAFE
33.81,46.7,161.4,93.1,37.9,DANGER
38.11,64.51,141.6,94.5,48.24,DANGER
30.97,36.21,121.0,97.2,32.31,WARNING
38.57,72.96,146.6,95.2,50.96,DANGER
31.57,40.56,105.6,94.1,33.76,WARNING
41.65,84.49,176.2,93.0,59.99,CRITICAL
36.12,80.59,135.1,93.6,47.97,DANGER
25.17,43.67,97.1,97.7,25.77,SAFE
35.86,71.19,148.2,96.7,45.65,DANGER
29.88,53.05,112.7,96.4,33.24,WARNING
25.38,12.49,92.7,96.5,22.71,SAFE
35.0,57.12,155.9,94.6,41.55,DANGER
44.94,52.36,165.2,90.2,57.37,CRITICAL
35.67,54.47,170.6,94.0,42.12,DANGER
26.92,33.57,74.9,97.3,26.84,SAFE
29.51,19.29,131.5,94.8,28.13,WARNING
38.43,70.24,180.1,91.5,50.08,CRITICAL
43.11,49.21,178.9,91.0,53.15,CRITICAL
39.0,85.0,141.6,93.4,54.54,DANGER
26.04,45.21,91.8,97.9,27.05,SAFE
40.15,77.86,164.0,89.6,55.17,CRITICAL
41.42,73.41,169.9,88.3,56.61,CRITICAL
40.56,49.73,140.2,97.6,48.97,DANGER
42.05,89.09,145.2,89.1,62.12,CRITICAL
33.26,64.94,99.9,97.4,40.15,WARNING
36.7,62.14,144.0,95.6,45.32,DANGER
43.97,80.48,183.7,89.3,63.99,CRITICAL
30.32,77.32,125.3,95.5,37.31,WARNING
39.21,87.02,135.0,94.5,55.43,DANGER
23.29,53.84,88.5,97.3,24.35,SAFE
38.87,56.82,132.9,93.7,47.84,DANGER
38.83,36.75,111.5,94.2,43.2,WARNING
44.47,70.71,148.8,90.2,62.14,CRITICAL
38.22,55.53,173.0,91.2,46.46,CRITICAL
35.92,62.76,136.1,93.2,44.13,DANGER
34.85,72.6,132.0,97.4,44.16,WARNING
35.11,56.53,147.7,92.7,41.62,DANGER
30.16,56.92,110.5,97.8,34.18,WARNING
37.85,38.59,140.8,95.1,42.19,DANGER
29.1,51.08,89.3,98.7,31.87,SAFE
35.4,71.96,148.4,96.1,45.0,DANGER
37.47,61.43,188.8,91.3,46.47,CRITICAL
36.11,36.57,124.8,96.7,39.29,WARNING
36.16,50.04,116.9,98.0,42.02,WARNING
36.53,53.88,144.0,95.9,43.35,DANGER
26.55,67.0,146.9,95.6,30.21,WARNING
40.61,84.54,153.6,93.3,57.78,DANGER
34.9,59.78,132.9,93.1,41.89,DANGER
38.23,69.72,121.6,94.3,49.59,DANGER
38.89,68.28,159.5,96.7,50.49,CRITICAL
27.27,51.0,138.0,95.5,29.35,WARNING
34.7,35.72,111.2,95.9,37.19,WARNING
